Product Name,Part Number,Part Description,Part Type,Labor Tier,Part Currency,Pricing Option,Price,EEE Code,Substitute Part,Component Group,Serialized Module
iPhone 8,ZM661-03566,"Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,28.6,GTX5,,B,N
iPhone 8,ZM661-03566,"Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,35.93,GTX5,,B,N
iPhone 8,ZM661-03567,"Rose Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,28.6,GTX6,,B,N
iPhone 8,ZM661-03567,"Rose Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,35.93,GTX6,,B,N
iPhone 8,ZM661-03568,"Space Gray, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,28.6,GTX7,,B,N
iPhone 8,ZM661-03568,"Space Gray, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,35.93,GTX7,,B,N
iPhone 8,ZM661-04537,REP Duckhead Adapter Euro,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 8,ZM661-04537,REP Duckhead Adapter Euro,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 8,ZM661-06618,"Black, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,23.47,HFG1,,B,N
iPhone 8,ZM661-06618,"Black, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,28.6,HFG1,,B,N
iPhone 8,ZM661-09056,"Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,24.75,,,,N
iPhone 8,ZM661-09056,"Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,29.25,,,,N
iPhone 8 Plus,076-00451,(REPAIR) NON-PHYSICAL PART,Module,,GBP,Exchange Price,0.0,,,B,N
iPhone 8 Plus,076-00451,(REPAIR) NON-PHYSICAL PART,Module,,GBP,Stocking Price ,1.0,,,B,N
iPhone 8 Plus,661-01727,USB Serial Number Reader Cable,Module,,GBP,Exchange Price,59.4,G48K,,B,Y
iPhone 8 Plus,661-01727,USB Serial Number Reader Cable,Module,,GBP,Stocking Price ,72.6,G48K,,B,Y
iPhone 8 Plus,661-02315,29W Adapter,Module,CON2,GBP,Exchange Price,30.8,FPWW,661-16295,6,Y
iPhone 8 Plus,661-02315,29W Adapter,Module,CON2,GBP,Stocking Price ,35.93,FPWW,661-16295,6,Y
iPhone 8 Plus,661-03066,"Duckhead Adapter, ",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,661-03066,"Duckhead Adapter, ",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,661-03943,12W Power Adapter,Module,CON2,GBP,Exchange Price,11.0,FYT1;F4RF;NYGW,,F,Y
iPhone 8 Plus,661-03943,12W Power Adapter,Module,CON2,GBP,Stocking Price ,13.93,FYT1;F4RF;NYGW,,F,Y
iPhone 8 Plus,661-08904,"64GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCLY,,B,Y
iPhone 8 Plus,661-08904,"64GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,335.0,JCLY,,B,Y
iPhone 8 Plus,661-08904,"64GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCLY,,B,Y
iPhone 8 Plus,661-08905,"64GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCM0,,B,Y
iPhone 8 Plus,661-08905,"64GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,335.0,JCM0,,B,Y
iPhone 8 Plus,661-08905,"64GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCM0,,B,Y
iPhone 8 Plus,661-08906,"64GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCM1,,B,Y
iPhone 8 Plus,661-08906,"64GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,335.0,JCM1,,B,Y
iPhone 8 Plus,661-08906,"64GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCM1,,B,Y
iPhone 8 Plus,661-08907,"256GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCLM,,B,Y
iPhone 8 Plus,661-08907,"256GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,540.0,JCLM,,B,Y
iPhone 8 Plus,661-08907,"256GB, Space Gray, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCLM,,B,Y
iPhone 8 Plus,661-08908,"256GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCLN,,B,Y
iPhone 8 Plus,661-08908,"256GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,540.0,JCLN,,B,Y
iPhone 8 Plus,661-08908,"256GB, Silver, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCLN,,B,Y
iPhone 8 Plus,661-08909,"256GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Exchange Price,285.97,JCLP,,B,Y
iPhone 8 Plus,661-08909,"256GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Stocking Price ,540.0,JCLP,,B,Y
iPhone 8 Plus,661-08909,"256GB, Gold, MM, XBS, iPhone 8 Plus, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,JCLP,,B,Y
iPhone 8 Plus,661-08916,PSA Press Fixture,Module,,GBP,Exchange Price,161.9,JDXT,,B,Y
iPhone 8 Plus,661-08916,PSA Press Fixture,Module,,GBP,Stocking Price ,161.9,JDXT,,B,Y
iPhone 8 Plus,661-08917,"Battery, iPhone 8 Plus",Module,FR30,GBP,Exchange Price,20.82,HY65;HY6D;HY5K;HY5G,,B,Y
iPhone 8 Plus,661-08917,"Battery, iPhone 8 Plus",Module,FR30,GBP,Stocking Price ,40.83,HY65;HY6D;HY5K;HY5G,,B,Y
iPhone 8 Plus,661-08918,"Camera, iPhone 8 Plus",Module,FR40,GBP,Exchange Price,46.87,H9PG;H9PJ,,B,Y
iPhone 8 Plus,661-08918,"Camera, iPhone 8 Plus",Module,FR40,GBP,Stocking Price ,90.75,H9PG;H9PJ,,B,Y
iPhone 8 Plus,661-09032,"Display, Space Gray, iPhone 8 Plus",Module,FR50,GBP,Exchange Price,103.35,HLK3;HLK8,,B,Y
iPhone 8 Plus,661-09032,"Display, Space Gray, iPhone 8 Plus",Module,FR50,GBP,Stocking Price ,134.55,HLK3;HLK8,,B,Y
iPhone 8 Plus,661-09033,"Display, Silver, iPhone 8 Plus",Module,FR50,GBP,Exchange Price,103.35,HLK2;HLK7,,B,Y
iPhone 8 Plus,661-09033,"Display, Silver, iPhone 8 Plus",Module,FR50,GBP,Stocking Price ,134.55,HLK2;HLK7,,B,Y
iPhone 8 Plus,661-09034,"Display, Gold, iPhone 8 Plus",Module,FR50,GBP,Exchange Price,103.35,HLK7;HLK2,,B,Y
iPhone 8 Plus,661-09034,"Display, Gold, iPhone 8 Plus",Module,FR50,GBP,Stocking Price ,134.55,HLK7;HLK2,,B,Y
iPhone 8 Plus,661-09461,"Power Adapter, 30W, USB C",Module,CON2,GBP,Exchange Price,30.8,H80M;JV3F;PM88,661-16295,6,Y
iPhone 8 Plus,661-09461,"Power Adapter, 30W, USB C",Module,CON2,GBP,Stocking Price ,35.93,H80M;JV3F;PM88,661-16295,6,Y
iPhone 8 Plus,661-09948,"iPhone 8 Plus, MM, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Exchange Price,285.97,JWLK,,B,Y
iPhone 8 Plus,661-09948,"iPhone 8 Plus, MM, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Stocking Price ,335.0,JWLK,,B,Y
iPhone 8 Plus,661-09948,"iPhone 8 Plus, MM, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Battery Only Price,40.83,JWLK,,B,Y
iPhone 8 Plus,661-09970,"iPhone 8 Plus, MM, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Exchange Price,285.97,JWLL,,B,Y
iPhone 8 Plus,661-09970,"iPhone 8 Plus, MM, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Stocking Price ,540.0,JWLL,,B,Y
iPhone 8 Plus,661-09970,"iPhone 8 Plus, MM, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Battery Only Price,40.83,JWLL,,B,Y
iPhone 8 Plus,661-10103,"Display, iPhone 8 Plus Red",Module,FR50,GBP,Exchange Price,103.35,HLK8;HLK3,,B,Y
iPhone 8 Plus,661-10103,"Display, iPhone 8 Plus Red",Module,FR50,GBP,Stocking Price ,134.55,HLK8;HLK3,,B,Y
iPhone 8 Plus,661-13644,"iPhone 8 Plus, MM, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N1YP,,B,Y
iPhone 8 Plus,661-13644,"iPhone 8 Plus, MM, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N1YP,,B,Y
iPhone 8 Plus,661-13644,"iPhone 8 Plus, MM, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N1YP,,B,Y
iPhone 8 Plus,661-13645,"iPhone 8 Plus, MM, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N1YQ,,B,Y
iPhone 8 Plus,661-13645,"iPhone 8 Plus, MM, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N1YQ,,B,Y
iPhone 8 Plus,661-13645,"iPhone 8 Plus, MM, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N1YQ,,B,Y
iPhone 8 Plus,661-13646,"iPhone 8 Plus, MM, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N1YR,,B,Y
iPhone 8 Plus,661-13646,"iPhone 8 Plus, MM, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N1YR,,B,Y
iPhone 8 Plus,661-13646,"iPhone 8 Plus, MM, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N1YR,,B,Y
iPhone 8 Plus,661-16295,"USB-C Power Adapter, 30W",Module,CON2,GBP,Exchange Price,30.8,LV74;0R6Y,,6,N
iPhone 8 Plus,661-16295,"USB-C Power Adapter, 30W",Module,CON2,GBP,Stocking Price ,35.93,LV74;0R6Y,,6,N
iPhone 8 Plus,661-5272,"Power Adapter w/Plug, USB, Ultra-Compact, GBR/HKG/SGP",Module,CON2,GBP,Exchange Price,11.73,3DA;3DB;DKH7;F44L;FJ4K;FJ4L;HC0Q;H9TR;P03C;KNRJ,,B,Y
iPhone 8 Plus,661-5272,"Power Adapter w/Plug, USB, Ultra-Compact, GBR/HKG/SGP",Module,CON2,GBP,Stocking Price ,13.93,3DA;3DB;DKH7;F44L;FJ4K;FJ4L;HC0Q;H9TR;P03C;KNRJ,,B,Y
iPhone 8 Plus,661-6365,"5W USB Power Adapter, Europe",Module,CON4,GBP,Exchange Price,11.73,G8NN;F42Y;G8NT;DKH8;G8P5;H9TN;H9V8;KD5M,,B,N
iPhone 8 Plus,661-6365,"5W USB Power Adapter, Europe",Module,CON4,GBP,Stocking Price ,13.93,G8NN;F42Y;G8NT;DKH8;G8P5;H9TN;H9V8;KD5M,,B,N
iPhone 8 Plus,AR661-03066,"Duckhead Adapter, -ARG",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,AR661-03066,"Duckhead Adapter, -ARG",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,AR661-04537,REP Duckhead Adapter Argentina,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 8 Plus,AR661-04537,REP Duckhead Adapter Argentina,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 8 Plus,B661-03066,"Duckhead Adapter, -GBR",Module,CON4,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,B661-03066,"Duckhead Adapter, -GBR",Module,CON4,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,BR661-03066,"Duckhead Adapter, -BRA",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,BR661-03066,"Duckhead Adapter, -BRA",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,BR661-04537,REP Duckhead Adapter Brazil,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 8 Plus,BR661-04537,REP Duckhead Adapter Brazil,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 8 Plus,J661-09288,"64GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCM5,,B,Y
iPhone 8 Plus,J661-09288,"64GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,335.0,JCM5,,B,Y
iPhone 8 Plus,J661-09288,"64GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCM5,,B,Y
iPhone 8 Plus,J661-09289,"64GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCM6,,B,Y
iPhone 8 Plus,J661-09289,"64GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,335.0,JCM6,,B,Y
iPhone 8 Plus,J661-09289,"64GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCM6,,B,Y
iPhone 8 Plus,J661-09290,"64GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCM7,,B,Y
iPhone 8 Plus,J661-09290,"64GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,335.0,JCM7,,B,Y
iPhone 8 Plus,J661-09290,"64GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCM7,,B,Y
iPhone 8 Plus,J661-09291,"256GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCLV,,B,Y
iPhone 8 Plus,J661-09291,"256GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,540.0,JCLV,,B,Y
iPhone 8 Plus,J661-09291,"256GB, Space Gray, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCLV,,B,Y
iPhone 8 Plus,J661-09292,"256GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCLW,,B,Y
iPhone 8 Plus,J661-09292,"256GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,540.0,JCLW,,B,Y
iPhone 8 Plus,J661-09292,"256GB, Silver, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCLW,,B,Y
iPhone 8 Plus,J661-09293,"256GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Exchange Price,285.97,JCLX,,B,Y
iPhone 8 Plus,J661-09293,"256GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Stocking Price ,540.0,JCLX,,B,Y
iPhone 8 Plus,J661-09293,"256GB, Gold, JPN, XBS, iPhone 8 Plus, CI/AR, JPN",Module,CON7,GBP,Battery Only Price,40.83,JCLX,,B,Y
iPhone 8 Plus,J661-09954,"iPhone 8 Plus, JPN, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Exchange Price,285.97,JWLP,,B,Y
iPhone 8 Plus,J661-09954,"iPhone 8 Plus, JPN, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Stocking Price ,335.0,JWLP,,B,Y
iPhone 8 Plus,J661-09954,"iPhone 8 Plus, JPN, 64GB, Red,CI/AR,XBS",Module,CON7,GBP,Battery Only Price,40.83,JWLP,,B,Y
iPhone 8 Plus,J661-09976,"iPhone 8 Plus, JPN, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Exchange Price,285.97,JWLQ,,B,Y
iPhone 8 Plus,J661-09976,"iPhone 8 Plus, JPN, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Stocking Price ,540.0,JWLQ,,B,Y
iPhone 8 Plus,J661-09976,"iPhone 8 Plus, JPN, 256GB, Red,CI/AR,XBS",Module,CON7,GBP,Battery Only Price,40.83,JWLQ,,B,Y
iPhone 8 Plus,J661-13662,"iPhone 8 Plus, JPN, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N1YX,,B,Y
iPhone 8 Plus,J661-13662,"iPhone 8 Plus, JPN, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N1YX,,B,Y
iPhone 8 Plus,J661-13662,"iPhone 8 Plus, JPN, 128GB, Space Gray, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N1YX,,B,Y
iPhone 8 Plus,J661-13663,"iPhone 8 Plus, JPN, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N1YY,,B,Y
iPhone 8 Plus,J661-13663,"iPhone 8 Plus, JPN, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N1YY,,B,Y
iPhone 8 Plus,J661-13663,"iPhone 8 Plus, JPN, 128GB, Silver, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N1YY,,B,Y
iPhone 8 Plus,J661-13664,"iPhone 8 Plus, JPN, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Exchange Price,285.97,N200,,B,Y
iPhone 8 Plus,J661-13664,"iPhone 8 Plus, JPN, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Stocking Price ,370.0,N200,,B,Y
iPhone 8 Plus,J661-13664,"iPhone 8 Plus, JPN, 128GB, Gold, CI/AR, XBS",Module,CON7,GBP,Battery Only Price,40.83,N200,,B,Y
iPhone 8 Plus,KH661-03066,"Duckhead Adapter, -KOR",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,KH661-03066,"Duckhead Adapter, -KOR",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,KH661-04537,REP Duckhead Adapter South Korea,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 8 Plus,KH661-04537,REP Duckhead Adapter South Korea,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 8 Plus,X661-03066,"Duckhead Adapter, -AUS",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,X661-03066,"Duckhead Adapter, -AUS",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,X661-04537,REP Duckhead Adapter Australia,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 8 Plus,X661-04537,REP Duckhead Adapter Australia,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 8 Plus,ZD661-08255,"LOANER,IPHONE 7,GSM,32GB-ZDD",Module,RMB4,GBP,Exchange Price,183.33,HG7J;HG7G;HG7F;HG7H;J5KN,,B,Y
iPhone 8 Plus,ZD661-08255,"LOANER,IPHONE 7,GSM,32GB-ZDD",Module,RMB4,GBP,Stocking Price ,220.0,HG7J;HG7G;HG7F;HG7H;J5KN,,B,Y
iPhone 8 Plus,ZD661-08477,"64GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCM2,,B,Y
iPhone 8 Plus,ZD661-08477,"64GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,335.0,JCM2,,B,Y
iPhone 8 Plus,ZD661-08477,"64GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCM2,,B,Y
iPhone 8 Plus,ZD661-08478,"64GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCM3,,B,Y
iPhone 8 Plus,ZD661-08478,"64GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,335.0,JCM3,,B,Y
iPhone 8 Plus,ZD661-08478,"64GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCM3,,B,Y
iPhone 8 Plus,ZD661-08479,"64GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCM4,,B,Y
iPhone 8 Plus,ZD661-08479,"64GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,335.0,JCM4,,B,Y
iPhone 8 Plus,ZD661-08479,"64GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCM4,,B,Y
iPhone 8 Plus,ZD661-08480,"256GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCLQ,,B,Y
iPhone 8 Plus,ZD661-08480,"256GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,540.0,JCLQ,,B,Y
iPhone 8 Plus,ZD661-08480,"256GB, Space Gray, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCLQ,,B,Y
iPhone 8 Plus,ZD661-08481,"256GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCLR,,B,Y
iPhone 8 Plus,ZD661-08481,"256GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,540.0,JCLR,,B,Y
iPhone 8 Plus,ZD661-08481,"256GB, Silver, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCLR,,B,Y
iPhone 8 Plus,ZD661-08482,"256GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Exchange Price,285.97,JCLT,,B,Y
iPhone 8 Plus,ZD661-08482,"256GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Stocking Price ,540.0,JCLT,,B,Y
iPhone 8 Plus,ZD661-08482,"256GB, Gold, GSM, iPhone 8 Plus, CI/AR, ZDD",Module,CON7,GBP,Battery Only Price,40.83,JCLT,,B,Y
iPhone 8 Plus,ZD661-09944,"iPhone 8 Plus, GSM, 64GB, Red, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,JWLM,,B,Y
iPhone 8 Plus,ZD661-09944,"iPhone 8 Plus, GSM, 64GB, Red, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,335.0,JWLM,,B,Y
iPhone 8 Plus,ZD661-09944,"iPhone 8 Plus, GSM, 64GB, Red, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,40.83,JWLM,,B,Y
iPhone 8 Plus,ZD661-09966,"iPhone 8 Plus, GSM, 256GB, Red, CI/AR-ZD",Module,CON7,GBP,Exchange Price,285.97,JWLN,,B,Y
iPhone 8 Plus,ZD661-09966,"iPhone 8 Plus, GSM, 256GB, Red, CI/AR-ZD",Module,CON7,GBP,Stocking Price ,540.0,JWLN,,B,Y
iPhone 8 Plus,ZD661-09966,"iPhone 8 Plus, GSM, 256GB, Red, CI/AR-ZD",Module,CON7,GBP,Battery Only Price,40.83,JWLN,,B,Y
iPhone 8 Plus,ZD661-10372,"LOANER,IPHONE 8,GSM,64GB-ZDD",Module,RMB4,GBP,Exchange Price,170.5,JC68;JC69;JC67;JWF7,,B,Y
iPhone 8 Plus,ZD661-10372,"LOANER,IPHONE 8,GSM,64GB-ZDD",Module,RMB4,GBP,Stocking Price ,220.0,JC68;JC69;JC67;JWF7,,B,Y
iPhone 8 Plus,ZD661-13626,"iPhone 8 Plus, GSM, 128GB, Space Gray, CI/AR",Module,CON7,GBP,Exchange Price,285.97,N1YT,,B,Y
iPhone 8 Plus,ZD661-13626,"iPhone 8 Plus, GSM, 128GB, Space Gray, CI/AR",Module,CON7,GBP,Stocking Price ,370.0,N1YT,,B,Y
iPhone 8 Plus,ZD661-13626,"iPhone 8 Plus, GSM, 128GB, Space Gray, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,N1YT,,B,Y
iPhone 8 Plus,ZD661-13627,"iPhone 8 Plus, GSM, 128GB, Silver, CI/AR",Module,CON7,GBP,Exchange Price,285.97,N1YV,,B,Y
iPhone 8 Plus,ZD661-13627,"iPhone 8 Plus, GSM, 128GB, Silver, CI/AR",Module,CON7,GBP,Stocking Price ,370.0,N1YV,,B,Y
iPhone 8 Plus,ZD661-13627,"iPhone 8 Plus, GSM, 128GB, Silver, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,N1YV,,B,Y
iPhone 8 Plus,ZD661-13628,"iPhone 8 Plus, GSM, 128GB, Gold, CI/AR",Module,CON7,GBP,Exchange Price,285.97,N1YW,,B,Y
iPhone 8 Plus,ZD661-13628,"iPhone 8 Plus, GSM, 128GB, Gold, CI/AR",Module,CON7,GBP,Stocking Price ,370.0,N1YW,,B,Y
iPhone 8 Plus,ZD661-13628,"iPhone 8 Plus, GSM, 128GB, Gold, CI/AR",Module,CON7,GBP,Battery Only Price,40.83,N1YW,,B,Y
iPhone 8 Plus,ZD661-23789,"Loaner, iPhone XR, 64GB, ROW, ZDD",Module,RMB4,GBP,Exchange Price,224.17,KXK1;KXK3;KXK9;KXK7;KXK8;KXK2;KXK4;KXKC;KXK5;KXK6;KXKF;KXKD,,B,Y
iPhone 8 Plus,ZD661-23789,"Loaner, iPhone XR, 64GB, ROW, ZDD",Module,RMB4,GBP,Stocking Price ,370.0,KXK1;KXK3;KXK9;KXK7;KXK8;KXK2;KXK4;KXKC;KXK5;KXK6;KXKF;KXKD,,B,Y
iPhone 8 Plus,ZM661-01064,"Apple Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,24.2,G2QH,,B,N
iPhone 8 Plus,ZM661-01064,"Apple Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,28.6,G2QH,,B,N
iPhone 8 Plus,ZM661-03066,"Duckhead Adapter, -ZML",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 8 Plus,ZM661-03066,"Duckhead Adapter, -ZML",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 8 Plus,ZM661-03565,"Silver, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,29.25,GTX4,,B,N
iPhone 8 Plus,ZM661-03565,"Silver, iPhone Lightning Dock, ZML",Module,CON2,GBP,Stocking Price ,36.75,GTX4,,B,N
iPhone 8 Plus,ZM661-03566,"Gold, iPhone Lightning Dock, ZML",Module,CON2,GBP,Exchange Price,28.6,GTX5,,B,N
